trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,6.9860706009785645,None,space,3.771533942024689,6.9860706009785645,None,,,001,,2020_Jun_02_1642,PictureNaming,2020.1.2,59.87653506655757,
,,,,,,,,,,,10.803747896978166,None,,,,,,,
