trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,10.127107570006046,None,space,1.7028064619516954,10.127107570006046,None,,,001,,2020_Jun_03_1054,PictureNaming,2020.1.2,59.96463777407431,
,,,,,,,,,,,11.893163466011174,None,,,,,,,
