trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,6.22591084902524,None,space,0.4827311080007348,6.22591084902524,None,,,001,,2020_Jun_02_1043,PictureNaming,2020.1.2,60.16659395544378,
,,,,,,,,,,,6.742922671022825,None,,,,,,,
