trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,6.980207524000434,None,space,2.3207833590277005,6.980207524000434,None,,,001,,2020_Jun_02_1042,PictureNaming,2020.1.2,59.88389745645643,
,,,,,,,,,,,9.341810146026546,None,,,,,,,
