practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,blackScreen.started,blackScreen.stopped,doPracticePrompt.started,doPracticePrompt.stopped,doPracticeResp.keys,doPracticeResp.rt,doPracticeResp.started,doPracticeResp.stopped,polygon.started,polygon.stopped,practInstr.started,practInstr.stopped,practInstResp.keys,practInstResp.rt,practInstResp.started,practInstResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,7.2743962509557605,None,7.2743962509557605,None,y,0.889435098040849,0.5136928625288419,None,,,,,,,,,EA,001,2020_Dec_15_1729,AVSpeech,2020.1.2,60.39977598445501,
,,,,,,,,,,,,,,,,8.656172744987998,None,8.656172744987998,None,escape,13.455550775979646,8.656172744987998,None,EA,001,2020_Dec_15_1729,AVSpeech,2020.1.2,60.39977598445501,
