trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,7.445011834002798,None,space,0.7015638239972759,7.445011834002798,None,001,,2020_Jun_01_1642,PictureNaming,2020.1.2,60.00501725398731,
