stimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,7.4850267420115415,None,space,1.087376190989744,7.4850267420115415,None,,,,,,,001,,2020_Jun_01_1527,PictureNaming,2020.1.2,59.95427658718315,
Images/Frogclr.jpg,0,0,0,19,,,,,,,9.469050204992527,None,space,1.406455003976589,8.685950562008657,None,001,,2020_Jun_01_1527,PictureNaming,2020.1.2,59.95427658718315,
