trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,5.772492254007375,None,space,0.7088064840063453,5.772492254007375,None,001,,2020_Jun_01_1527,PictureNaming,2020.1.2,59.97001965932222,
