trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,6.833876157004852,None,space,0.9066322490107268,6.833876157004852,None,001,,2020_Jun_01_1555,PictureNaming,2020.1.2,60.15816881319345,
