stimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rotate.keys,rotate.started,rotate.stopped,rotate.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,6.520943519019056,None,space,0.2988803269690834,6.520943519019056,None,,,,,,,,,,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Bearclr.jpg,0,0,0,1,,,,,,,7.466608382004779,None,space,0.8798099040286615,6.916019355994649,None,None,6.916019355994649,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Birdclr.jpg,0,1,1,4,,,,,,,8.432997707976028,None,space,1.1149289390305057,7.832946475013159,None,right,7.832946475013159,None,0.9467472090036608,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Trainclr.jpg,0,2,2,44,,,,,,,9.61667982902145,None,space,1.2050741420243867,8.982768796966411,None,None,8.982768796966411,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Sealclr.jpg,0,3,3,39,,,,,,,10.867005834996235,None,space,0.8989253960317001,10.23286663100589,None,None,10.23286663100589,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Tigerclr.jpg,0,4,4,43,,,,,,,12.123680311022326,None,space,1.4928543300484307,11.166971274011303,None,None,11.166971274011303,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Houseclr.jpg,0,5,5,26,,,,,,,13.433816400996875,None,space,1.462428410013672,12.685370160965249,None,right,12.685370160965249,None,1.2623992009903304,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Swanclr.jpg,0,6,6,42,,,,,,,15.034278129984159,None,space,1.2000703029916622,14.187739036977291,None,None,14.187739036977291,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Pigclr.jpg,0,7,7,34,,,,,,,15.967472012969665,None,space,0.8974443639745004,15.434400474012364,None,None,15.434400474012364,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Goatclr.jpg,0,8,8,21,,,,,,,16.9013761599781,None,space,1.1555551390047185,16.35224743199069,None,right,16.35224743199069,None,0.2194452270050533,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
Images/Pianoclr.jpg,0,9,9,33,,,,,,,18.10165271902224,None,space,1.0070944029721431,17.556698928994592,None,None,17.556698928994592,None,,001,,2021_Mar_12_1140,PictureNaming,2020.1.2,60.15644658836774,
