trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimFile,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,5.996184956980869,None,space,1.0100949000334367,5.996184956980869,None,001,,2021_Mar_12_1328,PictureNaming,2020.1.2,59.973871677668924,
