stimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rotate.keys,rotate.started,rotate.stopped,rotate.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,7.713554858986754,None,space,0.8569922379683703,7.713554858986754,None,,,,,,,,,,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Carclr.jpg,0,0,0,7,,,,,,,9.49699688499095,None,space,1.2908028829842806,8.663740761985537,None,None,8.663740761985537,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Houseclr.jpg,0,1,1,26,,,,,,,10.963688051037025,None,space,2.30168357596267,9.996867254027165,None,right,9.996867254027165,None,1.4615485729882494,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Bicycleclr.jpg,0,2,2,3,,,,,,,13.138121919007972,None,space,1.5344455380109139,12.348097009002231,None,None,12.348097009002231,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Gorillaclr.jpg,0,3,3,22,,,,,,,14.53657892002957,None,space,1.326811032020487,13.93181227199966,None,None,13.93181227199966,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Pianoclr.jpg,0,4,4,33,,,,,,,15.997263955010567,None,space,1.8638067049905658,15.282717121008318,None,right,15.282717121008318,None,1.383696668955963,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Pigclr.jpg,0,5,5,34,,,,,,,17.748526006995235,None,space,2.5085349660366774,17.181971052021254,None,None,17.181971052021254,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Tigerclr.jpg,0,6,6,43,,,,,,,20.364883964008186,None,space,2.037761752959341,19.73278855998069,None,right,19.73278855998069,None,1.5897020380361937,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Treeclr.jpg,0,7,7,45,,,,,,,22.333256224985234,None,space,1.5610341900028288,21.817544888996053,None,None,21.817544888996053,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Frogclr.jpg,0,8,8,19,,,,,,,23.983665238018148,None,space,1.7618466770509258,23.416811821982265,None,right,23.416811821982265,None,0.8817671259748749,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Footballclr.jpg,0,9,9,18,,,,,,,25.817146537010558,None,space,1.921748035994824,25.216941140999552,None,right,25.216941140999552,None,1.48968307900941,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Trainclr.jpg,0,10,10,44,,,,,,,28.08429915801389,None,space,4.579390680999495,27.18329769500997,None,None,27.18329769500997,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Umbrellaclr.jpg,0,11,11,47,,,,,,,32.568939466029406,None,space,1.403649297019001,31.80699283903232,None,right,31.80699283903232,None,1.1074338170001283,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Chickenclr.jpg,0,12,12,10,,,,,,,33.936344410001766,None,space,2.5501611629733816,33.252575238991994,None,None,33.252575238991994,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Rabbitclr.jpg,0,13,13,36,,,,,,,36.369341775018256,None,space,1.5267873959965073,35.83596286701504,None,None,35.83596286701504,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Sunclr.jpg,0,14,14,41,,,,,,,38.020069018006325,None,space,1.4395190650247969,37.403261592029594,None,None,37.403261592029594,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Bearclr.jpg,0,15,15,1,,,,,,,39.74692949699238,None,space,3.084413367032539,38.88615218299674,None,None,38.88615218299674,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Hammerclr.jpg,0,16,16,24,,,,,,,42.76286334503675,None,space,1.5666072460007854,42.00401986000361,None,right,42.00401986000361,None,1.1665670640068129,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Bananaclr.jpg,0,17,17,0,,,,,,,44.13787891098764,None,space,1.3666397689958103,43.604072890011594,None,None,43.604072890011594,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Dogclr.jpg,0,18,18,14,,,,,,,45.554739694984164,None,space,3.0383931590477005,45.00430377200246,None,right,45.00430377200246,None,2.3981647059554234,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Mouseclr.jpg,0,19,19,31,,,,,,,48.97209314198699,None,space,1.6348653130116872,48.08771740802331,None,None,48.08771740802331,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Clockclr.jpg,0,20,20,11,,,,,,,50.31438706303015,None,space,1.343158341012895,49.77152177202515,None,right,49.77152177202515,None,1.0710308959824033,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Swanclr.jpg,0,21,21,42,,,,,,,51.65634287701687,None,space,1.007483669964131,51.15516096103238,None,None,51.15516096103238,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Catclr.jpg,0,22,22,8,,,,,,,52.839359542005695,None,space,1.2208191239624284,52.20587095199153,None,right,52.20587095199153,None,0.9965977880056016,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
Images/Cowclr.jpg,0,23,23,13,,,,,,,54.123126227990724,None,space,1.5784112649853341,53.47229507303564,None,None,53.47229507303564,None,,001,,2021_Mar_12_1130,PictureNaming,2020.1.2,59.94113469887658,
