blackScreen.started,blackScreen.stopped,doPracticePrompt.started,doPracticePrompt.stopped,doPracticeResp.keys,doPracticeResp.rt,doPracticeResp.started,doPracticeResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.540348110022023,None,11.540348110022023,None,y,0.7963127170223743,0.5160015824367292,None,ttest,001,2021_Mar_03_1359,AVSpeech,2020.1.2,59.87031538601872,
